TEAM,TEAM_NAME,GP,PACE,OFF_RATING,DEF_RATING,NET_RATING,TS_PCT,EFG_PCT,UPDATED_AT,TEAM_ID,OFFRTG,DEFRTG,NETRTG,TS,EFG,DATE
NYK,,,102.05,,,,,,,1610612752.0,109.4,112.4,-3.0,,0.5,2025-11-02
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-11-02
OKC,,,101.75,,,,,,,1610612760.0,109.7,101.2,8.6,,0.52,2025-11-02
ORL,,,103.88,,,,,,,1610612753.0,104.8,109.3,-4.5,,0.506,2025-11-02
PHI,,,101.52,,,,,,,1610612755.0,109.9,109.0,1.0,,0.513,2025-11-02
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-11-02
PHX,,,104.43,,,,,,,1610612756.0,108.8,110.3,-1.5,,0.541,2025-11-02
POR,,,106.82,,,,,,,1610612757.0,110.9,105.6,5.3,,0.516,2025-11-02
SAC,,,101.5,,,,,,,1610612758.0,111.8,109.4,2.4,,0.545,2025-11-02
SAS,,,100.53,,,,,,,1610612759.0,109.5,103.3,6.3,,0.537,2025-11-02
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-11-02
TOR,,,105.85,,,,,,,1610612761.0,110.9,107.1,3.8,,0.545,2025-11-02
UTA,,,105.64,,,,,,,1610612762.0,108.0,110.6,-2.7,,0.507,2025-11-02
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-11-02
WAS,,,105.64,,,,,,,1610612764.0,101.4,111.9,-10.5,,0.506,2025-11-02
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-11-03
ATL,,,103.67,,,,,,,1610612737.0,111.3,112.0,-0.7,,0.535,2025-11-03
BOS,,,100.11,,,,,,,1610612738.0,111.1,106.3,4.7,,0.506,2025-11-03
BKN,,,102.31,,,,,,,1610612751.0,107.7,118.9,-11.2,,0.503,2025-11-03
CHA,,,103.88,,,,,,,1610612766.0,115.9,108.5,7.4,,0.557,2025-11-03
CHI,,,106.23,,,,,,,1610612741.0,112.6,112.5,0.1,,0.553,2025-11-03
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-11-03
CLE,,,102.27,,,,,,,1610612739.0,110.1,108.8,1.2,,0.506,2025-11-03
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-11-03
DAL,,,102.22,,,,,,,1610612742.0,101.0,106.3,-5.3,,0.489,2025-11-03
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-11-03
DEN,,,101.79,,,,,,,1610612743.0,115.4,107.8,7.6,,0.553,2025-11-03
DET,,,102.4,,,,,,,1610612765.0,111.7,107.5,4.2,,0.515,2025-11-03
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-11-03
GSW,,,102.46,,,,,,,1610612744.0,106.4,107.2,-0.7,,0.518,2025-11-03
HOU,,,102.34,,,,,,,1610612745.0,114.1,110.9,3.2,,0.527,2025-11-03
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-11-03
IND,,,104.57,,,,,,,1610612754.0,109.0,115.4,-6.5,,0.503,2025-11-03
LAC,,,101.51,,,,,,,1610612746.0,106.8,107.2,-0.4,,0.537,2025-11-03
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-11-03
LAL,,,100.91,,,,,,,1610612747.0,110.1,109.7,0.4,,0.543,2025-11-03
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-11-03
MEM,,,104.15,,,,,,,1610612763.0,109.1,111.0,-1.9,,0.513,2025-11-03
MIA,,,106.35,,,,,,,1610612748.0,108.5,107.5,1.0,,0.547,2025-11-03
MIL,,,103.61,,,,,,,1610612749.0,113.2,113.1,0.1,,0.562,2025-11-03
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-11-03
MIN,,,102.67,,,,,,,1610612750.0,112.4,108.6,3.7,,0.55,2025-11-03
NOP,,,104.28,,,,,,,1610612740.0,101.9,116.4,-14.5,,0.47,2025-11-03
NYK,,,102.04,,,,,,,1610612752.0,110.0,111.3,-1.3,,0.504,2025-11-03
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-11-03
OKC,,,101.75,,,,,,,1610612760.0,109.7,101.2,8.6,,0.52,2025-11-03
ORL,,,103.88,,,,,,,1610612753.0,104.8,109.3,-4.5,,0.506,2025-11-03
PHI,,,101.52,,,,,,,1610612755.0,109.9,109.0,1.0,,0.513,2025-11-03
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-11-03
PHX,,,104.43,,,,,,,1610612756.0,108.8,110.3,-1.5,,0.541,2025-11-03
POR,,,106.3,,,,,,,1610612757.0,111.1,107.0,4.2,,0.519,2025-11-03
SAC,,,101.96,,,,,,,1610612758.0,112.2,110.4,1.7,,0.548,2025-11-03
SAS,,,100.53,,,,,,,1610612759.0,109.5,103.3,6.3,,0.537,2025-11-03
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-11-03
TOR,,,105.85,,,,,,,1610612761.0,110.9,107.1,3.8,,0.545,2025-11-03
UTA,,,104.98,,,,,,,1610612762.0,108.0,110.4,-2.4,,0.507,2025-11-03
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-11-03
WAS,,,105.32,,,,,,,1610612764.0,101.3,112.3,-11.0,,0.51,2025-11-03
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-11-04
ATL,,,103.41,,,,,,,1610612737.0,112.4,112.0,0.5,,0.542,2025-11-04
BOS,,,100.11,,,,,,,1610612738.0,111.1,106.3,4.7,,0.506,2025-11-04
BKN,,,102.31,,,,,,,1610612751.0,107.7,118.9,-11.2,,0.503,2025-11-04
CHA,,,103.62,,,,,,,1610612766.0,115.6,109.0,6.6,,0.557,2025-11-04
CHI,,,105.81,,,,,,,1610612741.0,112.4,112.3,0.2,,0.552,2025-11-04
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-11-04
CLE,,,102.27,,,,,,,1610612739.0,110.1,108.8,1.2,,0.506,2025-11-04
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-11-04
DAL,,,102.22,,,,,,,1610612742.0,101.0,106.3,-5.3,,0.489,2025-11-04
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-11-04
DEN,,,101.79,,,,,,,1610612743.0,115.4,107.8,7.6,,0.553,2025-11-04
DET,,,102.4,,,,,,,1610612765.0,111.7,107.5,4.2,,0.515,2025-11-04
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-11-04
GSW,,,102.23,,,,,,,1610612744.0,107.4,107.1,0.2,,0.524,2025-11-04
HOU,,,102.34,,,,,,,1610612745.0,114.1,110.9,3.2,,0.527,2025-11-04
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-11-04
IND,,,104.57,,,,,,,1610612754.0,109.0,115.4,-6.5,,0.503,2025-11-04
LAC,,,101.24,,,,,,,1610612746.0,107.0,108.9,-1.9,,0.536,2025-11-04
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-11-04
LAL,,,100.91,,,,,,,1610612747.0,110.1,109.7,0.4,,0.543,2025-11-04
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-11-04
MEM,,,104.15,,,,,,,1610612763.0,109.1,111.0,-1.9,,0.513,2025-11-04
MIA,,,106.35,,,,,,,1610612748.0,108.5,107.5,1.0,,0.547,2025-11-04
MIL,,,103.36,,,,,,,1610612749.0,112.1,114.3,-2.3,,0.557,2025-11-04
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-11-04
MIN,,,102.67,,,,,,,1610612750.0,112.4,108.6,3.7,,0.55,2025-11-04
NOP,,,103.94,,,,,,,1610612740.0,103.0,116.0,-13.1,,0.479,2025-11-04
NYK,,,102.04,,,,,,,1610612752.0,110.0,111.3,-1.3,,0.504,2025-11-04
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-11-04
OKC,,,101.54,,,,,,,1610612760.0,110.9,101.7,9.2,,0.527,2025-11-04
ORL,,,103.6,,,,,,,1610612753.0,105.4,110.7,-5.3,,0.505,2025-11-04
PHI,,,101.52,,,,,,,1610612755.0,109.9,109.1,0.8,,0.511,2025-11-04
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-11-04
PHX,,,103.99,,,,,,,1610612756.0,108.7,111.1,-2.4,,0.538,2025-11-04
POR,,,106.3,,,,,,,1610612757.0,111.1,107.0,4.2,,0.519,2025-11-04
SAC,,,101.96,,,,,,,1610612758.0,112.2,110.4,1.7,,0.548,2025-11-04
SAS,,,100.53,,,,,,,1610612759.0,109.5,103.3,6.3,,0.537,2025-11-04
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-11-04
TOR,,,105.41,,,,,,,1610612761.0,112.2,106.5,5.8,,0.548,2025-11-04
UTA,,,104.98,,,,,,,1610612762.0,108.0,110.4,-2.4,,0.507,2025-11-04
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-11-04
WAS,,,105.32,,,,,,,1610612764.0,101.3,112.3,-11.0,,0.51,2025-11-04
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-11-05
ATL,,,103.41,,,,,,,1610612737.0,112.4,112.0,0.5,,0.542,2025-11-05
BOS,,,100.03,,,,,,,1610612738.0,113.1,106.4,6.8,,0.515,2025-11-05
BKN,,,102.16,,,,,,,1610612751.0,108.1,117.5,-9.5,,0.502,2025-11-05
CHA,,,103.62,,,,,,,1610612766.0,115.6,109.0,6.6,,0.557,2025-11-05
CHI,,,105.81,,,,,,,1610612741.0,112.4,112.3,0.2,,0.552,2025-11-05
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-11-05
CLE,,,102.45,,,,,,,1610612739.0,111.4,109.5,1.9,,0.517,2025-11-05
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-11-05
DAL,,,102.0,,,,,,,1610612742.0,100.9,105.9,-5.0,,0.487,2025-11-05
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-11-05
DEN,,,102.17,,,,,,,1610612743.0,115.4,107.6,7.7,,0.546,2025-11-05
DET,,,102.25,,,,,,,1610612765.0,111.9,107.1,4.8,,0.518,2025-11-05
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-11-05
GSW,,,102.5,,,,,,,1610612744.0,107.5,107.5,0.0,,0.526,2025-11-05
HOU,,,102.57,,,,,,,1610612745.0,114.5,110.3,4.2,,0.528,2025-11-05
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-11-05
IND,,,104.24,,,,,,,1610612754.0,108.4,115.2,-6.7,,0.501,2025-11-05
LAC,,,101.24,,,,,,,1610612746.0,107.0,108.9,-1.9,,0.536,2025-11-05
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-11-05
LAL,,,100.88,,,,,,,1610612747.0,110.6,110.1,0.5,,0.54,2025-11-05
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-11-05
MEM,,,104.2,,,,,,,1610612763.0,108.8,111.5,-2.7,,0.509,2025-11-05
MIA,,,106.33,,,,,,,1610612748.0,108.3,108.0,0.3,,0.545,2025-11-05
MIL,,,103.36,,,,,,,1610612749.0,112.1,114.3,-2.3,,0.557,2025-11-05
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-11-05
MIN,,,102.16,,,,,,,1610612750.0,112.9,111.2,1.7,,0.553,2025-11-05
NOP,,,103.58,,,,,,,1610612740.0,102.8,114.8,-12.0,,0.48,2025-11-05
NYK,,,101.59,,,,,,,1610612752.0,112.5,111.9,0.6,,0.516,2025-11-05
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-11-05
OKC,,,101.94,,,,,,,1610612760.0,110.8,102.4,8.5,,0.525,2025-11-05
ORL,,,103.6,,,,,,,1610612753.0,105.4,110.7,-5.3,,0.505,2025-11-05
PHI,,,101.72,,,,,,,1610612755.0,110.4,110.3,0.1,,0.514,2025-11-05
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-11-05
PHX,,,103.99,,,,,,,1610612756.0,108.7,111.1,-2.4,,0.538,2025-11-05
POR,,,106.44,,,,,,,1610612757.0,111.2,107.2,4.0,,0.519,2025-11-05
SAC,,,102.31,,,,,,,1610612758.0,112.3,110.4,1.9,,0.549,2025-11-05
SAS,,,100.52,,,,,,,1610612759.0,109.9,104.3,5.6,,0.539,2025-11-05
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-11-05
TOR,,,105.41,,,,,,,1610612761.0,112.2,106.5,5.8,,0.548,2025-11-05
UTA,,,104.68,,,,,,,1610612762.0,107.6,110.7,-3.0,,0.503,2025-11-05
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-11-05
WAS,,,104.8,,,,,,,1610612764.0,101.7,114.3,-12.6,,0.512,2025-11-05
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-11-06
ATL,,,103.41,,,,,,,1610612737.0,112.4,112.0,0.5,,0.542,2025-11-06
BOS,,,100.03,,,,,,,1610612738.0,113.1,106.4,6.8,,0.515,2025-11-06
BKN,,,102.16,,,,,,,1610612751.0,108.1,117.5,-9.5,,0.502,2025-11-06
CHA,,,103.62,,,,,,,1610612766.0,115.6,109.0,6.6,,0.557,2025-11-06
CHI,,,105.81,,,,,,,1610612741.0,112.4,112.3,0.2,,0.552,2025-11-06
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-11-06
CLE,,,102.45,,,,,,,1610612739.0,111.4,109.5,1.9,,0.517,2025-11-06
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-11-06
DAL,,,102.0,,,,,,,1610612742.0,100.9,105.9,-5.0,,0.487,2025-11-06
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-11-06
DEN,,,102.17,,,,,,,1610612743.0,115.4,107.6,7.7,,0.546,2025-11-06
DET,,,102.25,,,,,,,1610612765.0,111.9,107.1,4.8,,0.518,2025-11-06
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-11-06
GSW,,,102.5,,,,,,,1610612744.0,107.5,107.5,0.0,,0.526,2025-11-06
HOU,,,102.57,,,,,,,1610612745.0,114.5,110.3,4.2,,0.528,2025-11-06
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-11-06
IND,,,104.24,,,,,,,1610612754.0,108.4,115.2,-6.7,,0.501,2025-11-06
LAC,,,100.81,,,,,,,1610612746.0,106.9,109.9,-3.0,,0.533,2025-11-06
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-11-06
LAL,,,100.88,,,,,,,1610612747.0,110.6,110.1,0.5,,0.54,2025-11-06
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-11-06
MEM,,,104.2,,,,,,,1610612763.0,108.8,111.5,-2.7,,0.509,2025-11-06
MIA,,,106.33,,,,,,,1610612748.0,108.3,108.0,0.3,,0.545,2025-11-06
MIL,,,103.36,,,,,,,1610612749.0,112.1,114.3,-2.3,,0.557,2025-11-06
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-11-06
MIN,,,102.16,,,,,,,1610612750.0,112.9,111.2,1.7,,0.553,2025-11-06
NOP,,,103.58,,,,,,,1610612740.0,102.8,114.8,-12.0,,0.48,2025-11-06
NYK,,,101.59,,,,,,,1610612752.0,112.5,111.9,0.6,,0.516,2025-11-06
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-11-06
OKC,,,101.94,,,,,,,1610612760.0,110.8,102.4,8.5,,0.525,2025-11-06
ORL,,,103.6,,,,,,,1610612753.0,105.4,110.7,-5.3,,0.505,2025-11-06
PHI,,,101.72,,,,,,,1610612755.0,110.4,110.3,0.1,,0.514,2025-11-06
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-11-06
PHX,,,103.38,,,,,,,1610612756.0,109.5,110.7,-1.1,,0.539,2025-11-06
POR,,,106.44,,,,,,,1610612757.0,111.2,107.2,4.0,,0.519,2025-11-06
SAC,,,102.31,,,,,,,1610612758.0,112.3,110.4,1.9,,0.549,2025-11-06
SAS,,,100.52,,,,,,,1610612759.0,109.9,104.3,5.6,,0.539,2025-11-06
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-11-06
TOR,,,105.41,,,,,,,1610612761.0,112.2,106.5,5.8,,0.548,2025-11-06
UTA,,,104.68,,,,,,,1610612762.0,107.6,110.7,-3.0,,0.503,2025-11-06
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-11-06
WAS,,,104.8,,,,,,,1610612764.0,101.7,114.3,-12.6,,0.512,2025-11-06
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-11-07
ATL,,,103.41,,,,,,,1610612737.0,112.4,112.0,0.5,,0.542,2025-11-07
BOS,,,100.03,,,,,,,1610612738.0,113.1,106.4,6.8,,0.515,2025-11-07
BKN,,,102.16,,,,,,,1610612751.0,108.1,117.5,-9.5,,0.502,2025-11-07
CHA,,,103.62,,,,,,,1610612766.0,115.6,109.0,6.6,,0.557,2025-11-07
CHI,,,105.81,,,,,,,1610612741.0,112.4,112.3,0.2,,0.552,2025-11-07
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-11-07
CLE,,,102.45,,,,,,,1610612739.0,111.4,109.5,1.9,,0.517,2025-11-07
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-11-07
DAL,,,102.0,,,,,,,1610612742.0,100.9,105.9,-5.0,,0.487,2025-11-07
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-11-07
DEN,,,102.17,,,,,,,1610612743.0,115.4,107.6,7.7,,0.546,2025-11-07
DET,,,102.25,,,,,,,1610612765.0,111.9,107.1,4.8,,0.518,2025-11-07
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-11-07
GSW,,,102.5,,,,,,,1610612744.0,107.5,107.5,0.0,,0.526,2025-11-07
HOU,,,102.57,,,,,,,1610612745.0,114.5,110.3,4.2,,0.528,2025-11-07
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-11-07
IND,,,104.24,,,,,,,1610612754.0,108.4,115.2,-6.7,,0.501,2025-11-07
LAC,,,100.81,,,,,,,1610612746.0,106.9,109.9,-3.0,,0.533,2025-11-07
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-11-07
LAL,,,100.88,,,,,,,1610612747.0,110.6,110.1,0.5,,0.54,2025-11-07
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-11-07
MEM,,,104.2,,,,,,,1610612763.0,108.8,111.5,-2.7,,0.509,2025-11-07
MIA,,,106.33,,,,,,,1610612748.0,108.3,108.0,0.3,,0.545,2025-11-07
MIL,,,103.36,,,,,,,1610612749.0,112.1,114.3,-2.3,,0.557,2025-11-07
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-11-07
MIN,,,102.16,,,,,,,1610612750.0,112.9,111.2,1.7,,0.553,2025-11-07
NOP,,,103.58,,,,,,,1610612740.0,102.8,114.8,-12.0,,0.48,2025-11-07
NYK,,,101.59,,,,,,,1610612752.0,112.5,111.9,0.6,,0.516,2025-11-07
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-11-07
OKC,,,101.94,,,,,,,1610612760.0,110.8,102.4,8.5,,0.525,2025-11-07
ORL,,,103.6,,,,,,,1610612753.0,105.4,110.7,-5.3,,0.505,2025-11-07
PHI,,,101.72,,,,,,,1610612755.0,110.4,110.3,0.1,,0.514,2025-11-07
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-11-07
PHX,,,103.38,,,,,,,1610612756.0,109.5,110.7,-1.1,,0.539,2025-11-07
POR,,,106.44,,,,,,,1610612757.0,111.2,107.2,4.0,,0.519,2025-11-07
SAC,,,102.31,,,,,,,1610612758.0,112.3,110.4,1.9,,0.549,2025-11-07
SAS,,,100.52,,,,,,,1610612759.0,109.9,104.3,5.6,,0.539,2025-11-07
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-11-07
TOR,,,105.41,,,,,,,1610612761.0,112.2,106.5,5.8,,0.548,2025-11-07
UTA,,,104.68,,,,,,,1610612762.0,107.6,110.7,-3.0,,0.503,2025-11-07
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-11-07
WAS,,,104.8,,,,,,,1610612764.0,101.7,114.3,-12.6,,0.512,2025-11-07
