TEAM,TEAM_NAME,GP,PACE,OFF_RATING,DEF_RATING,NET_RATING,TS_PCT,EFG_PCT,UPDATED_AT,TEAM_ID,OFFRTG,DEFRTG,NETRTG,TS,EFG,DATE
PHX,,,107.88,,,,,,,1610612756.0,100.9,100.9,0.0,,0.517,2025-10-19
POR,,,108.72,,,,,,,1610612757.0,104.6,99.3,5.3,,0.51,2025-10-19
SAC,,,101.8,,,,,,,1610612758.0,109.4,99.4,10.0,,0.545,2025-10-19
SAS,,,102.11,,,,,,,1610612759.0,102.9,99.0,3.9,,0.511,2025-10-19
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-19
TOR,,,110.52,,,,,,,1610612761.0,103.3,91.5,11.7,,0.496,2025-10-19
UTA,,,109.34,,,,,,,1610612762.0,103.4,104.9,-1.5,,0.499,2025-10-19
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-19
WAS,,,105.72,,,,,,,1610612764.0,94.1,100.7,-6.6,,0.476,2025-10-19
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-20
ATL,,,105.03,,,,,,,1610612737.0,110.2,107.2,3.0,,0.532,2025-10-20
BOS,,,106.68,,,,,,,1610612738.0,105.6,93.9,11.7,,0.492,2025-10-20
BKN,,,107.64,,,,,,,1610612751.0,99.6,104.0,-4.5,,0.472,2025-10-20
CHA,,,104.7,,,,,,,1610612766.0,113.4,96.6,16.8,,0.543,2025-10-20
CHI,,,111.0,,,,,,,1610612741.0,105.0,111.9,-6.9,,0.514,2025-10-20
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-20
CLE,,,101.76,,,,,,,1610612739.0,108.0,105.2,2.9,,0.462,2025-10-20
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-20
DAL,,,99.72,,,,,,,1610612742.0,96.4,97.6,-1.2,,0.465,2025-10-20
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-20
DEN,,,102.6,,,,,,,1610612743.0,107.0,103.7,3.3,,0.509,2025-10-20
DET,,,104.16,,,,,,,1610612765.0,107.4,102.1,5.3,,0.511,2025-10-20
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-20
GSW,,,103.95,,,,,,,1610612744.0,97.8,101.4,-3.6,,0.472,2025-10-20
HOU,,,109.19,,,,,,,1610612745.0,102.2,110.5,-8.3,,0.47,2025-10-20
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-20
IND,,,108.24,,,,,,,1610612754.0,112.8,116.7,-3.8,,0.563,2025-10-20
LAC,,,107.16,,,,,,,1610612746.0,95.5,95.5,0.0,,0.486,2025-10-20
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-20
LAL,,,100.2,,,,,,,1610612747.0,100.9,103.1,-2.3,,0.486,2025-10-20
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-20
MEM,,,105.22,,,,,,,1610612763.0,105.8,104.4,1.4,,0.505,2025-10-20
MIA,,,106.27,,,,,,,1610612748.0,100.1,104.9,-4.8,,0.506,2025-10-20
MIL,,,105.36,,,,,,,1610612749.0,102.5,110.5,-8.0,,0.486,2025-10-20
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-20
MIN,,,107.88,,,,,,,1610612750.0,105.1,96.7,8.5,,0.505,2025-10-20
NOP,,,111.48,,,,,,,1610612740.0,95.5,106.3,-10.8,,0.446,2025-10-20
NYK,,,105.12,,,,,,,1610612752.0,100.0,108.4,-8.4,,0.475,2025-10-20
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-20
OKC,,,105.0,,,,,,,1610612760.0,101.9,98.0,3.9,,0.498,2025-10-20
ORL,,,104.88,,,,,,,1610612753.0,91.3,103.7,-12.3,,0.447,2025-10-20
PHI,,,102.6,,,,,,,1610612755.0,98.2,102.8,-4.5,,0.465,2025-10-20
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-20
PHX,,,107.88,,,,,,,1610612756.0,100.9,100.9,0.0,,0.517,2025-10-20
POR,,,108.72,,,,,,,1610612757.0,104.6,99.3,5.3,,0.51,2025-10-20
SAC,,,101.8,,,,,,,1610612758.0,109.4,99.4,10.0,,0.545,2025-10-20
SAS,,,102.11,,,,,,,1610612759.0,102.9,99.0,3.9,,0.511,2025-10-20
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-20
TOR,,,110.52,,,,,,,1610612761.0,103.3,91.5,11.7,,0.496,2025-10-20
UTA,,,109.34,,,,,,,1610612762.0,103.4,104.9,-1.5,,0.499,2025-10-20
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-20
WAS,,,105.72,,,,,,,1610612764.0,94.1,100.7,-6.6,,0.476,2025-10-20
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-21
ATL,,,105.03,,,,,,,1610612737.0,110.2,107.2,3.0,,0.532,2025-10-21
BOS,,,106.68,,,,,,,1610612738.0,105.6,93.9,11.7,,0.492,2025-10-21
BKN,,,107.64,,,,,,,1610612751.0,99.6,104.0,-4.5,,0.472,2025-10-21
CHA,,,104.7,,,,,,,1610612766.0,113.4,96.6,16.8,,0.543,2025-10-21
CHI,,,111.0,,,,,,,1610612741.0,105.0,111.9,-6.9,,0.514,2025-10-21
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-21
CLE,,,101.76,,,,,,,1610612739.0,108.0,105.2,2.9,,0.462,2025-10-21
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-21
DAL,,,99.72,,,,,,,1610612742.0,96.4,97.6,-1.2,,0.465,2025-10-21
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-21
DEN,,,102.6,,,,,,,1610612743.0,107.0,103.7,3.3,,0.509,2025-10-21
DET,,,104.16,,,,,,,1610612765.0,107.4,102.1,5.3,,0.511,2025-10-21
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-21
GSW,,,103.57,,,,,,,1610612744.0,100.5,102.1,-1.6,,0.487,2025-10-21
HOU,,,105.69,,,,,,,1610612745.0,103.3,110.9,-7.6,,0.476,2025-10-21
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-21
IND,,,108.24,,,,,,,1610612754.0,112.8,116.7,-3.8,,0.563,2025-10-21
LAC,,,107.16,,,,,,,1610612746.0,95.5,95.5,0.0,,0.486,2025-10-21
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-21
LAL,,,100.3,,,,,,,1610612747.0,101.7,105.2,-3.5,,0.499,2025-10-21
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-21
MEM,,,105.22,,,,,,,1610612763.0,105.8,104.4,1.4,,0.505,2025-10-21
MIA,,,106.27,,,,,,,1610612748.0,100.1,104.9,-4.8,,0.506,2025-10-21
MIL,,,105.36,,,,,,,1610612749.0,102.5,110.5,-8.0,,0.486,2025-10-21
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-21
MIN,,,107.88,,,,,,,1610612750.0,105.1,96.7,8.5,,0.505,2025-10-21
NOP,,,111.48,,,,,,,1610612740.0,95.5,106.3,-10.8,,0.446,2025-10-21
NYK,,,105.12,,,,,,,1610612752.0,100.0,108.4,-8.4,,0.475,2025-10-21
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-21
OKC,,,103.24,,,,,,,1610612760.0,103.3,99.4,3.9,,0.499,2025-10-21
ORL,,,104.88,,,,,,,1610612753.0,91.3,103.7,-12.3,,0.447,2025-10-21
PHI,,,102.6,,,,,,,1610612755.0,98.2,102.8,-4.5,,0.465,2025-10-21
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-21
PHX,,,107.88,,,,,,,1610612756.0,100.9,100.9,0.0,,0.517,2025-10-21
POR,,,108.72,,,,,,,1610612757.0,104.6,99.3,5.3,,0.51,2025-10-21
SAC,,,101.8,,,,,,,1610612758.0,109.4,99.4,10.0,,0.545,2025-10-21
SAS,,,102.11,,,,,,,1610612759.0,102.9,99.0,3.9,,0.511,2025-10-21
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-21
TOR,,,110.52,,,,,,,1610612761.0,103.3,91.5,11.7,,0.496,2025-10-21
UTA,,,109.34,,,,,,,1610612762.0,103.4,104.9,-1.5,,0.499,2025-10-21
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-21
WAS,,,105.72,,,,,,,1610612764.0,94.1,100.7,-6.6,,0.476,2025-10-21
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-22
ATL,,,106.56,,,,,,,1610612737.0,109.0,110.3,-1.2,,0.521,2025-10-22
BOS,,,105.39,,,,,,,1610612738.0,107.5,98.2,9.4,,0.496,2025-10-22
BKN,,,107.32,,,,,,,1610612751.0,101.6,108.7,-7.0,,0.481,2025-10-22
CHA,,,104.92,,,,,,,1610612766.0,115.9,98.9,17.0,,0.557,2025-10-22
CHI,,,109.94,,,,,,,1610612741.0,105.6,110.7,-5.1,,0.513,2025-10-22
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-22
CLE,,,102.39,,,,,,,1610612739.0,107.6,106.8,0.8,,0.482,2025-10-22
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-22
DAL,,,99.87,,,,,,,1610612742.0,95.3,102.9,-7.6,,0.458,2025-10-22
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-22
DEN,,,102.6,,,,,,,1610612743.0,107.0,103.7,3.3,,0.509,2025-10-22
DET,,,104.42,,,,,,,1610612765.0,107.0,103.3,3.7,,0.504,2025-10-22
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-22
GSW,,,103.57,,,,,,,1610612744.0,100.5,102.1,-1.6,,0.487,2025-10-22
HOU,,,105.69,,,,,,,1610612745.0,103.3,110.9,-7.6,,0.476,2025-10-22
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-22
IND,,,108.24,,,,,,,1610612754.0,112.8,116.7,-3.8,,0.563,2025-10-22
LAC,,,104.81,,,,,,,1610612746.0,98.7,102.6,-3.9,,0.493,2025-10-22
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-22
LAL,,,100.3,,,,,,,1610612747.0,101.7,105.2,-3.5,,0.499,2025-10-22
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-22
MEM,,,105.65,,,,,,,1610612763.0,107.4,105.6,1.8,,0.514,2025-10-22
MIA,,,106.96,,,,,,,1610612748.0,101.2,106.0,-4.8,,0.512,2025-10-22
MIL,,,105.68,,,,,,,1610612749.0,106.8,110.8,-4.1,,0.509,2025-10-22
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-22
MIN,,,107.13,,,,,,,1610612750.0,106.5,99.3,7.2,,0.518,2025-10-22
NOP,,,110.9,,,,,,,1610612740.0,98.8,108.4,-9.6,,0.459,2025-10-22
NYK,,,105.1,,,,,,,1610612752.0,102.6,107.9,-5.3,,0.482,2025-10-22
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-22
OKC,,,103.24,,,,,,,1610612760.0,103.3,99.4,3.9,,0.499,2025-10-22
ORL,,,106.16,,,,,,,1610612753.0,95.6,104.6,-8.9,,0.464,2025-10-22
PHI,,,102.26,,,,,,,1610612755.0,100.6,104.5,-3.8,,0.476,2025-10-22
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-22
PHX,,,106.55,,,,,,,1610612756.0,104.0,103.6,0.3,,0.519,2025-10-22
POR,,,107.81,,,,,,,1610612757.0,105.8,101.8,4.0,,0.503,2025-10-22
SAC,,,101.67,,,,,,,1610612758.0,110.5,102.5,8.1,,0.546,2025-10-22
SAS,,,101.9,,,,,,,1610612759.0,105.7,98.0,7.8,,0.525,2025-10-22
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-22
TOR,,,111.0,,,,,,,1610612761.0,107.0,94.1,12.9,,0.517,2025-10-22
UTA,,,107.48,,,,,,,1610612762.0,107.1,105.9,1.2,,0.518,2025-10-22
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-22
WAS,,,105.97,,,,,,,1610612764.0,97.6,105.3,-7.7,,0.493,2025-10-22
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-23
ATL,,,106.56,,,,,,,1610612737.0,109.0,110.3,-1.2,,0.521,2025-10-23
BOS,,,105.39,,,,,,,1610612738.0,107.5,98.2,9.4,,0.496,2025-10-23
BKN,,,107.32,,,,,,,1610612751.0,101.6,108.7,-7.0,,0.481,2025-10-23
CHA,,,104.92,,,,,,,1610612766.0,115.9,98.9,17.0,,0.557,2025-10-23
CHI,,,109.94,,,,,,,1610612741.0,105.6,110.7,-5.1,,0.513,2025-10-23
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-23
CLE,,,102.39,,,,,,,1610612739.0,107.6,106.8,0.8,,0.482,2025-10-23
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-23
DAL,,,99.87,,,,,,,1610612742.0,95.3,102.9,-7.6,,0.458,2025-10-23
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-23
DEN,,,101.31,,,,,,,1610612743.0,110.3,108.6,1.8,,0.532,2025-10-23
DET,,,104.42,,,,,,,1610612765.0,107.0,103.3,3.7,,0.504,2025-10-23
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-23
GSW,,,102.67,,,,,,,1610612744.0,103.8,104.7,-0.9,,0.502,2025-10-23
HOU,,,105.69,,,,,,,1610612745.0,103.3,110.9,-7.6,,0.476,2025-10-23
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-23
IND,,,106.98,,,,,,,1610612754.0,111.8,116.2,-4.4,,0.549,2025-10-23
LAC,,,104.81,,,,,,,1610612746.0,98.7,102.6,-3.9,,0.493,2025-10-23
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-23
LAL,,,100.3,,,,,,,1610612747.0,101.7,105.2,-3.5,,0.499,2025-10-23
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-23
MEM,,,105.65,,,,,,,1610612763.0,107.4,105.6,1.8,,0.514,2025-10-23
MIA,,,106.96,,,,,,,1610612748.0,101.2,106.0,-4.8,,0.512,2025-10-23
MIL,,,105.68,,,,,,,1610612749.0,106.8,110.8,-4.1,,0.509,2025-10-23
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-23
MIN,,,107.13,,,,,,,1610612750.0,106.5,99.3,7.2,,0.518,2025-10-23
NOP,,,110.9,,,,,,,1610612740.0,98.8,108.4,-9.6,,0.459,2025-10-23
NYK,,,105.1,,,,,,,1610612752.0,102.6,107.9,-5.3,,0.482,2025-10-23
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-23
OKC,,,103.16,,,,,,,1610612760.0,104.8,100.5,4.3,,0.5,2025-10-23
ORL,,,106.16,,,,,,,1610612753.0,95.6,104.6,-8.9,,0.464,2025-10-23
PHI,,,102.26,,,,,,,1610612755.0,100.6,104.5,-3.8,,0.476,2025-10-23
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-23
PHX,,,106.55,,,,,,,1610612756.0,104.0,103.6,0.3,,0.519,2025-10-23
POR,,,107.81,,,,,,,1610612757.0,105.8,101.8,4.0,,0.503,2025-10-23
SAC,,,101.67,,,,,,,1610612758.0,110.5,102.5,8.1,,0.546,2025-10-23
SAS,,,101.9,,,,,,,1610612759.0,105.7,98.0,7.8,,0.525,2025-10-23
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-23
TOR,,,111.0,,,,,,,1610612761.0,107.0,94.1,12.9,,0.517,2025-10-23
UTA,,,107.48,,,,,,,1610612762.0,107.1,105.9,1.2,,0.518,2025-10-23
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-23
WAS,,,105.97,,,,,,,1610612764.0,97.6,105.3,-7.7,,0.493,2025-10-23
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-24
ATL,,,105.83,,,,,,,1610612737.0,109.2,109.3,-0.1,,0.523,2025-10-24
BOS,,,103.46,,,,,,,1610612738.0,106.6,100.3,6.3,,0.499,2025-10-24
BKN,,,106.86,,,,,,,1610612751.0,104.4,111.2,-6.8,,0.504,2025-10-24
CHA,,,104.92,,,,,,,1610612766.0,115.9,98.9,17.0,,0.557,2025-10-24
CHI,,,109.94,,,,,,,1610612741.0,105.6,110.7,-5.1,,0.513,2025-10-24
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-24
CLE,,,102.73,,,,,,,1610612739.0,110.4,108.8,1.6,,0.506,2025-10-24
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-24
DAL,,,101.27,,,,,,,1610612742.0,96.0,103.7,-7.7,,0.463,2025-10-24
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-24
DEN,,,101.31,,,,,,,1610612743.0,110.3,108.6,1.8,,0.532,2025-10-24
DET,,,103.7,,,,,,,1610612765.0,108.3,104.5,3.7,,0.513,2025-10-24
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-24
GSW,,,103.47,,,,,,,1610612744.0,104.2,107.0,-2.9,,0.506,2025-10-24
HOU,,,104.81,,,,,,,1610612745.0,104.4,111.5,-7.0,,0.472,2025-10-24
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-24
IND,,,106.98,,,,,,,1610612754.0,111.8,116.2,-4.4,,0.549,2025-10-24
LAC,,,103.54,,,,,,,1610612746.0,103.9,103.0,0.9,,0.523,2025-10-24
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-24
LAL,,,99.52,,,,,,,1610612747.0,105.6,106.5,-0.9,,0.517,2025-10-24
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-24
MEM,,,106.5,,,,,,,1610612763.0,106.6,108.5,-1.9,,0.508,2025-10-24
MIA,,,107.65,,,,,,,1610612748.0,104.6,105.4,-0.8,,0.529,2025-10-24
MIL,,,105.49,,,,,,,1610612749.0,108.4,110.8,-2.4,,0.524,2025-10-24
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-24
MIN,,,104.92,,,,,,,1610612750.0,108.0,104.8,3.2,,0.522,2025-10-24
NOP,,,108.28,,,,,,,1610612740.0,100.6,109.0,-8.4,,0.463,2025-10-24
NYK,,,103.22,,,,,,,1610612752.0,104.1,106.9,-2.8,,0.482,2025-10-24
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-24
OKC,,,103.16,,,,,,,1610612760.0,104.8,100.5,4.3,,0.5,2025-10-24
ORL,,,105.49,,,,,,,1610612753.0,96.9,105.4,-8.5,,0.474,2025-10-24
PHI,,,102.26,,,,,,,1610612755.0,100.6,104.5,-3.8,,0.476,2025-10-24
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-24
PHX,,,105.0,,,,,,,1610612756.0,104.2,108.1,-3.9,,0.516,2025-10-24
POR,,,108.24,,,,,,,1610612757.0,109.2,102.7,6.5,,0.523,2025-10-24
SAC,,,101.14,,,,,,,1610612758.0,110.2,102.8,7.4,,0.549,2025-10-24
SAS,,,101.16,,,,,,,1610612759.0,106.5,99.4,7.1,,0.525,2025-10-24
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-24
TOR,,,109.95,,,,,,,1610612761.0,107.5,97.6,9.9,,0.524,2025-10-24
UTA,,,106.39,,,,,,,1610612762.0,106.9,106.2,0.7,,0.518,2025-10-24
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-24
WAS,,,106.38,,,,,,,1610612764.0,99.2,104.3,-5.0,,0.501,2025-10-24
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-25
ATL,,,104.39,,,,,,,1610612737.0,108.5,111.0,-2.5,,0.52,2025-10-25
BOS,,,103.46,,,,,,,1610612738.0,106.6,100.3,6.3,,0.499,2025-10-25
BKN,,,106.86,,,,,,,1610612751.0,104.4,111.2,-6.8,,0.504,2025-10-25
CHA,,,104.71,,,,,,,1610612766.0,116.1,101.9,14.2,,0.559,2025-10-25
CHI,,,109.54,,,,,,,1610612741.0,105.2,107.5,-2.4,,0.516,2025-10-25
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-25
CLE,,,102.73,,,,,,,1610612739.0,110.4,108.8,1.6,,0.506,2025-10-25
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-25
DAL,,,101.27,,,,,,,1610612742.0,96.0,103.7,-7.7,,0.463,2025-10-25
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-25
DEN,,,101.98,,,,,,,1610612743.0,112.9,108.1,4.7,,0.537,2025-10-25
DET,,,103.7,,,,,,,1610612765.0,108.3,104.5,3.7,,0.513,2025-10-25
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-25
GSW,,,103.47,,,,,,,1610612744.0,104.2,107.0,-2.9,,0.506,2025-10-25
HOU,,,104.81,,,,,,,1610612745.0,104.4,111.5,-7.0,,0.472,2025-10-25
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-25
IND,,,106.12,,,,,,,1610612754.0,110.2,117.8,-7.6,,0.538,2025-10-25
LAC,,,103.54,,,,,,,1610612746.0,103.9,103.0,0.9,,0.523,2025-10-25
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-25
LAL,,,99.52,,,,,,,1610612747.0,105.6,106.5,-0.9,,0.517,2025-10-25
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-25
MEM,,,105.98,,,,,,,1610612763.0,108.6,107.7,0.9,,0.511,2025-10-25
MIA,,,107.65,,,,,,,1610612748.0,104.6,105.4,-0.8,,0.529,2025-10-25
MIL,,,105.49,,,,,,,1610612749.0,108.4,110.8,-2.4,,0.524,2025-10-25
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-25
MIN,,,104.92,,,,,,,1610612750.0,108.0,104.8,3.2,,0.522,2025-10-25
NOP,,,108.28,,,,,,,1610612740.0,100.6,109.0,-8.4,,0.463,2025-10-25
NYK,,,103.22,,,,,,,1610612752.0,104.1,106.9,-2.8,,0.482,2025-10-25
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-25
OKC,,,102.4,,,,,,,1610612760.0,106.5,100.9,5.6,,0.504,2025-10-25
ORL,,,105.77,,,,,,,1610612753.0,96.1,105.0,-9.0,,0.465,2025-10-25
PHI,,,102.4,,,,,,,1610612755.0,102.9,106.0,-3.1,,0.488,2025-10-25
,,,95.81,,,,,,,1611661317.0,103.6,100.4,3.2,,0.502,2025-10-25
PHX,,,105.07,,,,,,,1610612756.0,104.4,110.5,-6.1,,0.518,2025-10-25
POR,,,108.24,,,,,,,1610612757.0,109.2,102.7,6.5,,0.523,2025-10-25
SAC,,,101.14,,,,,,,1610612758.0,110.2,102.8,7.4,,0.549,2025-10-25
SAS,,,101.16,,,,,,,1610612759.0,106.5,99.4,7.1,,0.525,2025-10-25
,,,95.28,,,,,,,1611661328.0,103.0,100.1,2.9,,0.505,2025-10-25
TOR,,,109.95,,,,,,,1610612761.0,107.5,97.6,9.9,,0.524,2025-10-25
UTA,,,106.39,,,,,,,1610612762.0,106.9,106.2,0.7,,0.518,2025-10-25
,,,94.76,,,,,,,1611661322.0,97.2,103.2,-6.0,,0.483,2025-10-25
WAS,,,106.38,,,,,,,1610612764.0,99.2,104.3,-5.0,,0.501,2025-10-25
,,,93.08,,,,,,,1611661330.0,108.2,98.9,9.3,,0.514,2025-10-26
ATL,,,104.39,,,,,,,1610612737.0,108.5,111.0,-2.5,,0.52,2025-10-26
BOS,,,102.84,,,,,,,1610612738.0,107.6,103.0,4.6,,0.5,2025-10-26
BKN,,,105.21,,,,,,,1610612751.0,105.4,112.9,-7.4,,0.501,2025-10-26
CHA,,,105.19,,,,,,,1610612766.0,117.6,102.3,15.4,,0.564,2025-10-26
CHI,,,109.54,,,,,,,1610612741.0,105.2,107.5,-2.4,,0.516,2025-10-26
,,,93.75,,,,,,,1611661329.0,97.0,109.9,-12.8,,0.476,2025-10-26
CLE,,,102.77,,,,,,,1610612739.0,111.0,109.0,2.1,,0.508,2025-10-26
,,,94.57,,,,,,,1611661323.0,95.9,108.8,-12.9,,0.458,2025-10-26
DAL,,,102.49,,,,,,,1610612742.0,100.7,105.6,-4.9,,0.488,2025-10-26
,,,96.34,,,,,,,1611661321.0,101.6,109.1,-7.5,,0.469,2025-10-26
DEN,,,101.98,,,,,,,1610612743.0,112.9,108.1,4.7,,0.537,2025-10-26
DET,,,103.05,,,,,,,1610612765.0,109.9,105.8,4.1,,0.506,2025-10-26
,,,91.55,,,,,,,1611661331.0,101.5,99.8,1.7,,0.482,2025-10-26
GSW,,,103.47,,,,,,,1610612744.0,104.2,107.0,-2.9,,0.506,2025-10-26
HOU,,,104.81,,,,,,,1610612745.0,104.4,111.5,-7.0,,0.472,2025-10-26
,,,95.71,,,,,,,1611661325.0,106.2,101.8,4.5,,0.517,2025-10-26
IND,,,105.49,,,,,,,1610612754.0,110.0,117.0,-7.0,,0.534,2025-10-26
LAC,,,103.4,,,,,,,1610612746.0,104.9,103.2,1.6,,0.537,2025-10-26
,,,94.92,,,,,,,1611661319.0,105.9,101.9,3.9,,0.506,2025-10-26
LAL,,,100.34,,,,,,,1610612747.0,107.0,107.0,0.0,,0.519,2025-10-26
,,,96.84,,,,,,,1611661320.0,105.2,108.5,-3.3,,0.521,2025-10-26
MEM,,,105.98,,,,,,,1610612763.0,108.6,107.7,0.9,,0.511,2025-10-26
MIA,,,107.33,,,,,,,1610612748.0,105.1,105.1,0.0,,0.529,2025-10-26
MIL,,,105.14,,,,,,,1610612749.0,108.6,111.3,-2.7,,0.532,2025-10-26
,,,94.06,,,,,,,1611661324.0,109.5,97.5,12.1,,0.542,2025-10-26
MIN,,,104.44,,,,,,,1610612750.0,108.5,105.3,3.2,,0.522,2025-10-26
NOP,,,108.28,,,,,,,1610612740.0,100.6,109.0,-8.4,,0.463,2025-10-26
NYK,,,103.4,,,,,,,1610612752.0,103.9,107.3,-3.3,,0.479,2025-10-26
,,,95.75,,,,,,,1611661313.0,105.8,100.6,5.2,,0.526,2025-10-26
OKC,,,102.4,,,,,,,1610612760.0,106.5,100.9,5.6,,0.504,2025-10-26
